"group" "subject" "activity" "place" "sensor" "axis" "activity_name" "mean"
"train" 21 3 "body" "gyro" "x" "WALKING_DOWNSTAIRS" -0.101807678231372
"train" 22 3 "body" "gyro" "x" "WALKING_DOWNSTAIRS" -0.0518626541392795
"train" 23 3 "body" "gyro" "x" "WALKING_DOWNSTAIRS" -0.031093243388355
"train" 25 3 "body" "gyro" "x" "WALKING_DOWNSTAIRS" 0.0316273511905655
"train" 26 3 "body" "gyro" "x" "WALKING_DOWNSTAIRS" 0.0174531794521506
"train" 27 3 "body" "gyro" "x" "WALKING_DOWNSTAIRS" -0.136294460337784
"train" 28 3 "body" "gyro" "x" "WALKING_DOWNSTAIRS" -0.116977051978838
"train" 29 3 "body" "gyro" "x" "WALKING_DOWNSTAIRS" -0.0100429886314128
"train" 30 3 "body" "gyro" "x" "WALKING_DOWNSTAIRS" -0.0483540124795287
"train" 1 3 "body" "gyro" "y" "WALKING_DOWNSTAIRS" -0.00749376960210459
"train" 3 3 "body" "gyro" "y" "WALKING_DOWNSTAIRS" 0.0272718476380166
"train" 5 3 "body" "gyro" "y" "WALKING_DOWNSTAIRS" 0.00160677536985372
"train" 6 3 "body" "gyro" "y" "WALKING_DOWNSTAIRS" 0.0181325248358073
"train" 7 3 "body" "gyro" "y" "WALKING_DOWNSTAIRS" 0.0111166523174518
"train" 8 3 "body" "gyro" "y" "WALKING_DOWNSTAIRS" 0.0109547679856086
"train" 11 3 "body" "gyro" "y" "WALKING_DOWNSTAIRS" 0.0216996339872962
"train" 14 3 "body" "gyro" "y" "WALKING_DOWNSTAIRS" -0.00911540855447222
"train" 15 3 "body" "gyro" "y" "WALKING_DOWNSTAIRS" 0.0179079727913579
"train" 16 3 "body" "gyro" "y" "WALKING_DOWNSTAIRS" 0.00274264634075798
"train" 17 3 "body" "gyro" "y" "WALKING_DOWNSTAIRS" -0.0222034684826257
"train" 19 3 "body" "gyro" "y" "WALKING_DOWNSTAIRS" 0.0459666507875
"train" 21 3 "body" "gyro" "y" "WALKING_DOWNSTAIRS" 0.0408845368989757
"train" 22 3 "body" "gyro" "y" "WALKING_DOWNSTAIRS" 0.00208768676215278
"train" 23 3 "body" "gyro" "y" "WALKING_DOWNSTAIRS" -0.00495213766179398
"train" 25 3 "body" "gyro" "y" "WALKING_DOWNSTAIRS" -0.01208905139375
"train" 26 3 "body" "gyro" "y" "WALKING_DOWNSTAIRS" -0.0117581637511406
"train" 27 3 "body" "gyro" "y" "WALKING_DOWNSTAIRS" 0.02619848853419
"train" 28 3 "body" "gyro" "y" "WALKING_DOWNSTAIRS" 0.0367719309682762
"train" 29 3 "body" "gyro" "y" "WALKING_DOWNSTAIRS" -0.00486041562519531
"train" 30 3 "body" "gyro" "y" "WALKING_DOWNSTAIRS" 0.00227018435255796
"train" 1 3 "body" "gyro" "z" "WALKING_DOWNSTAIRS" 0.00166069456162309
"train" 3 3 "body" "gyro" "z" "WALKING_DOWNSTAIRS" 0.0165944493262564
"train" 5 3 "body" "gyro" "z" "WALKING_DOWNSTAIRS" -0.00251249345378989
"train" 6 3 "body" "gyro" "z" "WALKING_DOWNSTAIRS" 0.00029585718042806
"train" 7 3 "body" "gyro" "z" "WALKING_DOWNSTAIRS" 0.0135264277679521
"train" 8 3 "body" "gyro" "z" "WALKING_DOWNSTAIRS" 0.0123089008618627
"train" 11 3 "body" "gyro" "z" "WALKING_DOWNSTAIRS" -0.012750285821712
"train" 14 3 "body" "gyro" "z" "WALKING_DOWNSTAIRS" -0.0225713621674653
"train" 15 3 "body" "gyro" "z" "WALKING_DOWNSTAIRS" -0.00670832715649182
"train" 16 3 "body" "gyro" "z" "WALKING_DOWNSTAIRS" -0.00123694562044548
"train" 17 3 "body" "gyro" "z" "WALKING_DOWNSTAIRS" -0.0310011909952955
"train" 19 3 "body" "gyro" "z" "WALKING_DOWNSTAIRS" 0.0343581470894631
"train" 21 3 "body" "gyro" "z" "WALKING_DOWNSTAIRS" 0.0275632873611267
"train" 22 3 "body" "gyro" "z" "WALKING_DOWNSTAIRS" -0.0160491663123481
"train" 23 3 "body" "gyro" "z" "WALKING_DOWNSTAIRS" 0.00399546279489294
"train" 25 3 "body" "gyro" "z" "WALKING_DOWNSTAIRS" 0.00519699589731681
"train" 26 3 "body" "gyro" "z" "WALKING_DOWNSTAIRS" -0.00181966372759375
"train" 27 3 "body" "gyro" "z" "WALKING_DOWNSTAIRS" 0.0293712710093928
"train" 28 3 "body" "gyro" "z" "WALKING_DOWNSTAIRS" 0.0231428736772079
"train" 29 3 "body" "gyro" "z" "WALKING_DOWNSTAIRS" -0.00181833192034831
"train" 30 3 "body" "gyro" "z" "WALKING_DOWNSTAIRS" 0.00143575625289819
"train" 1 3 "total" "acc" "x" "WALKING_DOWNSTAIRS" 0.997136499202806
"train" 3 3 "total" "acc" "x" "WALKING_DOWNSTAIRS" 1.00288336409598
"train" 5 3 "total" "acc" "x" "WALKING_DOWNSTAIRS" 1.01555522849069
"train" 6 3 "total" "acc" "x" "WALKING_DOWNSTAIRS" 0.992269862272135
"train" 7 3 "total" "acc" "x" "WALKING_DOWNSTAIRS" 0.994421674534575
"train" 8 3 "total" "acc" "x" "WALKING_DOWNSTAIRS" 0.983336573478618
"train" 11 3 "total" "acc" "x" "WALKING_DOWNSTAIRS" 1.00461624573709
"train" 14 3 "total" "acc" "x" "WALKING_DOWNSTAIRS" 0.916270863680556
"train" 15 3 "total" "acc" "x" "WALKING_DOWNSTAIRS" 0.995586477250744
"train" 16 3 "total" "acc" "x" "WALKING_DOWNSTAIRS" 0.988514532396942
"train" 17 3 "total" "acc" "x" "WALKING_DOWNSTAIRS" 0.995949412466033
"train" 19 3 "total" "acc" "x" "WALKING_DOWNSTAIRS" 0.956361687895913
"train" 21 3 "total" "acc" "x" "WALKING_DOWNSTAIRS" 0.957804930034722
"train" 22 3 "total" "acc" "x" "WALKING_DOWNSTAIRS" 0.989051709570313
"train" 23 3 "total" "acc" "x" "WALKING_DOWNSTAIRS" 0.991509640928819
"train" 25 3 "total" "acc" "x" "WALKING_DOWNSTAIRS" 0.995988760479526
"train" 26 3 "total" "acc" "x" "WALKING_DOWNSTAIRS" 1.00564915171875
"train" 27 3 "total" "acc" "x" "WALKING_DOWNSTAIRS" 0.998508945756392
"train" 28 3 "total" "acc" "x" "WALKING_DOWNSTAIRS" 0.996227789402174
"train" 29 3 "total" "acc" "x" "WALKING_DOWNSTAIRS" 1.00969901619466
"train" 30 3 "total" "acc" "x" "WALKING_DOWNSTAIRS" 1.01437715564516
"train" 1 3 "total" "acc" "y" "WALKING_DOWNSTAIRS" -0.244431799830995
"train" 3 3 "total" "acc" "y" "WALKING_DOWNSTAIRS" -0.211648083832015
"train" 5 3 "total" "acc" "y" "WALKING_DOWNSTAIRS" -0.0380953557705402
"train" 6 3 "total" "acc" "y" "WALKING_DOWNSTAIRS" -0.196979003445431
"train" 7 3 "total" "acc" "y" "WALKING_DOWNSTAIRS" -0.111387487697103
"train" 8 3 "total" "acc" "y" "WALKING_DOWNSTAIRS" -0.171399217619398
"train" 11 3 "total" "acc" "y" "WALKING_DOWNSTAIRS" -0.182366045923743
"train" 14 3 "total" "acc" "y" "WALKING_DOWNSTAIRS" -0.247374396905903
"train" 15 3 "total" "acc" "y" "WALKING_DOWNSTAIRS" -0.14315965046481
"train" 16 3 "total" "acc" "y" "WALKING_DOWNSTAIRS" -0.0410104523949797
"train" 17 3 "total" "acc" "y" "WALKING_DOWNSTAIRS" -0.132620006341675
"train" 19 3 "total" "acc" "y" "WALKING_DOWNSTAIRS" -0.195357022748798
"train" 21 3 "total" "acc" "y" "WALKING_DOWNSTAIRS" -0.338263143066667
"train" 22 3 "total" "acc" "y" "WALKING_DOWNSTAIRS" -0.205275548208268
"train" 23 3 "total" "acc" "y" "WALKING_DOWNSTAIRS" -0.0913482794215914
"train" 25 3 "total" "acc" "y" "WALKING_DOWNSTAIRS" -0.0563146201631708
"train" 26 3 "total" "acc" "y" "WALKING_DOWNSTAIRS" -0.0593772394475156
"train" 27 3 "total" "acc" "y" "WALKING_DOWNSTAIRS" -0.146794040740355
"train" 28 3 "total" "acc" "y" "WALKING_DOWNSTAIRS" -0.220106273922137
"train" 29 3 "total" "acc" "y" "WALKING_DOWNSTAIRS" -0.0567924179887012
"train" 30 3 "total" "acc" "y" "WALKING_DOWNSTAIRS" -0.108652484177335
"train" 1 3 "total" "acc" "z" "WALKING_DOWNSTAIRS" -0.0663263184201658
"train" 3 3 "total" "acc" "z" "WALKING_DOWNSTAIRS" -0.108696300631404
"train" 5 3 "total" "acc" "z" "WALKING_DOWNSTAIRS" 0.0184175191433178
"train" 6 3 "total" "acc" "z" "WALKING_DOWNSTAIRS" -0.00818824529071615
"train" 7 3 "total" "acc" "z" "WALKING_DOWNSTAIRS" -0.154027646153391
"train" 8 3 "total" "acc" "z" "WALKING_DOWNSTAIRS" -0.144658027215687
"train" 11 3 "total" "acc" "z" "WALKING_DOWNSTAIRS" 0.123647892875662
"train" 14 3 "total" "acc" "z" "WALKING_DOWNSTAIRS" -0.386186841468368
"train" 15 3 "total" "acc" "z" "WALKING_DOWNSTAIRS" 0.0712622356040848
"train" 16 3 "total" "acc" "z" "WALKING_DOWNSTAIRS" -0.230834089605585
"train" 17 3 "total" "acc" "z" "WALKING_DOWNSTAIRS" -0.157408985955893
"train" 19 3 "total" "acc" "z" "WALKING_DOWNSTAIRS" -0.137878615979748
"train" 21 3 "total" "acc" "z" "WALKING_DOWNSTAIRS" -0.186799833303747
"train" 22 3 "total" "acc" "z" "WALKING_DOWNSTAIRS" 0.0353555161918266
"train" 23 3 "total" "acc" "z" "WALKING_DOWNSTAIRS" -0.153404554275845
"train" 25 3 "total" "acc" "z" "WALKING_DOWNSTAIRS" 0.209860130994989
"train" 26 3 "total" "acc" "z" "WALKING_DOWNSTAIRS" 0.146340157944519
"train" 27 3 "total" "acc" "z" "WALKING_DOWNSTAIRS" -0.14464912836977
"train" 28 3 "total" "acc" "z" "WALKING_DOWNSTAIRS" -0.124996057699287
"train" 29 3 "total" "acc" "z" "WALKING_DOWNSTAIRS" 0.0882126300572786
"train" 30 3 "total" "acc" "z" "WALKING_DOWNSTAIRS" 0.0255376209113231
"test" 2 4 "body" "acc" "x" "SITTING" -0.000100652413850713
"test" 4 4 "body" "acc" "x" "SITTING" -0.00124420927322266
"test" 9 4 "body" "acc" "x" "SITTING" -0.00602765974368062
"test" 10 4 "body" "acc" "x" "SITTING" -0.00143508606709664
"test" 12 4 "body" "acc" "x" "SITTING" -0.000529326617102328
"test" 13 4 "body" "acc" "x" "SITTING" -0.000669198850622449
"test" 18 4 "body" "acc" "x" "SITTING" -6.30082821226425e-05
"test" 20 4 "body" "acc" "x" "SITTING" 9.67907534627604e-05
"test" 24 4 "body" "acc" "x" "SITTING" -0.000844946286880375
"test" 2 4 "body" "acc" "y" "SITTING" 0.000760627952901495
"test" 4 4 "body" "acc" "y" "SITTING" 0.00523206258104812
"test" 9 4 "body" "acc" "y" "SITTING" -0.00518146462093375
"test" 10 4 "body" "acc" "y" "SITTING" 0.0010991023025068
"test" 12 4 "body" "acc" "y" "SITTING" 0.000707491991895772
"test" 13 4 "body" "acc" "y" "SITTING" 0.00590644776180357
"test" 18 4 "body" "acc" "y" "SITTING" 0.00223915928642237
"test" 20 4 "body" "acc" "y" "SITTING" 0.00126681591235914
"test" 24 4 "body" "acc" "y" "SITTING" 0.00210468368108286
"test" 2 4 "body" "acc" "z" "SITTING" -0.000300818998898777
"test" 4 4 "body" "acc" "z" "SITTING" 0.000803732618706562
"test" 9 4 "body" "acc" "z" "SITTING" 0.0108778374877441
"test" 10 4 "body" "acc" "z" "SITTING" 0.00133933249643139
"test" 12 4 "body" "acc" "z" "SITTING" 0.000660816593788603
"test" 13 4 "body" "acc" "z" "SITTING" 0.00365393806041614
"test" 18 4 "body" "acc" "z" "SITTING" -0.0011882797670773
"test" 20 4 "body" "acc" "z" "SITTING" -2.04795410750474e-05
"test" 24 4 "body" "acc" "z" "SITTING" 0.00173976376489108
"test" 2 4 "body" "gyro" "x" "SITTING" -0.0183536569299141
"test" 4 4 "body" "gyro" "x" "SITTING" -0.0224510501899384
"test" 9 4 "body" "gyro" "x" "SITTING" -0.0151133804289714
"test" 10 4 "body" "gyro" "x" "SITTING" -0.0160563844672239
"test" 12 4 "body" "gyro" "x" "SITTING" -0.015203150503652
"test" 13 4 "body" "gyro" "x" "SITTING" -0.0080833038323514
"test" 18 4 "body" "gyro" "x" "SITTING" -0.00580734166534205
"test" 20 4 "body" "gyro" "x" "SITTING" -0.00900475538347538
"test" 24 4 "body" "gyro" "x" "SITTING" -0.00819724311048368
"test" 2 4 "body" "gyro" "y" "SITTING" 0.0065063506496678
"test" 4 4 "body" "gyro" "y" "SITTING" -0.00681333953868094
"test" 9 4 "body" "gyro" "y" "SITTING" 0.0148596908945359
"test" 10 4 "body" "gyro" "y" "SITTING" 0.00286248873160544
"test" 12 4 "body" "gyro" "y" "SITTING" -0.000387670351019608
"test" 13 4 "body" "gyro" "y" "SITTING" -0.0071919979713251
"test" 18 4 "body" "gyro" "y" "SITTING" 0.00260049867338788
"test" 20 4 "body" "gyro" "y" "SITTING" 0.00418555733406345
"test" 24 4 "body" "gyro" "y" "SITTING" -0.000304247718649242
"test" 2 4 "body" "gyro" "z" "SITTING" -0.0199630489963625
"test" 4 4 "body" "gyro" "z" "SITTING" 0.00655809741564375
"test" 9 4 "body" "gyro" "z" "SITTING" -0.00245233219708
"test" 10 4 "body" "gyro" "z" "SITTING" -0.0051946397119809
"test" 12 4 "body" "gyro" "z" "SITTING" -0.00596902640454044
"test" 13 4 "body" "gyro" "z" "SITTING" -0.00176575355299107
"test" 18 4 "body" "gyro" "z" "SITTING" -0.000672180393871985
"test" 20 4 "body" "gyro" "z" "SITTING" -0.00975671365355161
"test" 24 4 "body" "gyro" "z" "SITTING" -0.0027833479657832
"test" 2 4 "total" "acc" "x" "SITTING" 1.00072676413043
"test" 4 4 "total" "acc" "x" "SITTING" 0.94924790875
"test" 9 4 "total" "acc" "x" "SITTING" 0.977718629640625
"test" 10 4 "total" "acc" "x" "SITTING" 0.894307647554977
"test" 12 4 "total" "acc" "x" "SITTING" 0.990221519653799
"test" 13 4 "total" "acc" "x" "SITTING" 0.989620217203444
"test" 18 4 "total" "acc" "x" "SITTING" 0.979080713130483
"test" 20 4 "total" "acc" "x" "SITTING" 0.989592718726326
"test" 24 4 "total" "acc" "x" "SITTING" 0.985244406008732
"test" 2 4 "total" "acc" "y" "SITTING" -0.0866806083192255
"test" 4 4 "total" "acc" "y" "SITTING" 0.23464342302567
"test" 9 4 "total" "acc" "y" "SITTING" -0.0284994424448344
"test" 10 4 "total" "acc" "y" "SITTING" -0.0220540359273727
"test" 12 4 "total" "acc" "y" "SITTING" 0.101709307871124
"test" 13 4 "total" "acc" "y" "SITTING" 0.125603516244101
"test" 18 4 "total" "acc" "y" "SITTING" 0.15001750271912
"test" 20 4 "total" "acc" "y" "SITTING" 0.0925685161913414
"test" 24 4 "total" "acc" "y" "SITTING" 0.202185181579733
"test" 2 4 "total" "acc" "z" "SITTING" 0.189468410155231
"test" 4 4 "total" "acc" "z" "SITTING" 0.10349738955
"test" 9 4 "total" "acc" "z" "SITTING" 0.0891435352947469
"test" 10 4 "total" "acc" "z" "SITTING" 0.194850585001881
"test" 12 4 "total" "acc" "z" "SITTING" 0.0821704590081703
"test" 13 4 "total" "acc" "z" "SITTING" 0.072597792506537
"test" 18 4 "total" "acc" "z" "SITTING" 0.152368188410088
"test" 20 4 "total" "acc" "z" "SITTING" 0.143513885739418
"test" 24 4 "total" "acc" "z" "SITTING" 0.103882249325528
"train" 1 4 "body" "acc" "x" "SITTING" -0.00336698807718783
"train" 3 4 "body" "acc" "x" "SITTING" -0.00419954746515084
"train" 5 4 "body" "acc" "x" "SITTING" -0.000799927948313565
"train" 6 4 "body" "acc" "x" "SITTING" -0.000164303442534574
"train" 7 4 "body" "acc" "x" "SITTING" 0.00146294111619303
"train" 8 4 "body" "acc" "x" "SITTING" -0.00207817826619327
"train" 11 4 "body" "acc" "x" "SITTING" -0.000203106322528833
"train" 14 4 "body" "acc" "x" "SITTING" 0.000497646235658709
"train" 15 4 "body" "acc" "x" "SITTING" -0.000962888456975953
"train" 16 4 "body" "acc" "x" "SITTING" 0.000657976590047101
"train" 17 4 "body" "acc" "x" "SITTING" -4.50791666518555e-05
"train" 19 4 "body" "acc" "x" "SITTING" -0.000771864706626926
"train" 21 4 "body" "acc" "x" "SITTING" -7.44929042729779e-06
"train" 22 4 "body" "acc" "x" "SITTING" -0.000822662309895161
"train" 23 4 "body" "acc" "x" "SITTING" -0.000870590634300574
"train" 25 4 "body" "acc" "x" "SITTING" 0.000199015835556418
"train" 26 4 "body" "acc" "x" "SITTING" -0.00398400120259051
"train" 27 4 "body" "acc" "x" "SITTING" -0.0007489926069806
"train" 28 4 "body" "acc" "x" "SITTING" -0.000123264144005642
"train" 29 4 "body" "acc" "x" "SITTING" -8.15641525372135e-05
"train" 30 4 "body" "acc" "x" "SITTING" -0.0019041208092849
"train" 1 4 "body" "acc" "y" "SITTING" 0.00830296874545219
"train" 3 4 "body" "acc" "y" "SITTING" 0.0071518143813936
"train" 5 4 "body" "acc" "y" "SITTING" 0.00379606698153494
"train" 6 4 "body" "acc" "y" "SITTING" 0.00133593051146449
"train" 7 4 "body" "acc" "y" "SITTING" 0.00132553769937874
"train" 8 4 "body" "acc" "y" "SITTING" 0.00546156779540133
"train" 11 4 "body" "acc" "y" "SITTING" 0.00116368043320637
"train" 14 4 "body" "acc" "y" "SITTING" 0.00442295448026678
"train" 15 4 "body" "acc" "y" "SITTING" 0.00284249620218962
"train" 16 4 "body" "acc" "y" "SITTING" 0.00361303366648721
"train" 17 4 "body" "acc" "y" "SITTING" 0.00156403459697815
"train" 19 4 "body" "acc" "y" "SITTING" 0.000209225220825086
"train" 21 4 "body" "acc" "y" "SITTING" 0.00143568811549807
"train" 22 4 "body" "acc" "y" "SITTING" 0.00251310358604561
"train" 23 4 "body" "acc" "y" "SITTING" 0.00196359416202734
"train" 25 4 "body" "acc" "y" "SITTING" 0.00124229487517572
"train" 26 4 "body" "acc" "y" "SITTING" 0.00524749361931651
"train" 27 4 "body" "acc" "y" "SITTING" 0.000845081734739665
"train" 28 4 "body" "acc" "y" "SITTING" -0.000735519019102691
"train" 29 4 "body" "acc" "y" "SITTING" 0.000266176598533854
"train" 30 4 "body" "acc" "y" "SITTING" 0.00476826321738785
"train" 1 4 "body" "acc" "z" "SITTING" 0.00124322219354089
"train" 3 4 "body" "acc" "z" "SITTING" 0.00328679500347386
"train" 5 4 "body" "acc" "z" "SITTING" -7.68573316132812e-05
"train" 6 4 "body" "acc" "z" "SITTING" -0.000601249092201847
"train" 7 4 "body" "acc" "z" "SITTING" -0.00467661627993853
"train" 8 4 "body" "acc" "z" "SITTING" 0.00127068462363179
"train" 11 4 "body" "acc" "z" "SITTING" -0.00149729427878184
"train" 14 4 "body" "acc" "z" "SITTING" 0.00261172089732002
"train" 15 4 "body" "acc" "z" "SITTING" -0.00176851520272073
"train" 16 4 "body" "acc" "z" "SITTING" 0.00633171343982337
"train" 17 4 "body" "acc" "z" "SITTING" -0.0017562370070509
"train" 19 4 "body" "acc" "z" "SITTING" -0.000132141072838677
"train" 21 4 "body" "acc" "z" "SITTING" -0.00123885888246103
"train" 22 4 "body" "acc" "z" "SITTING" 0.000819333264344758
"train" 23 4 "body" "acc" "z" "SITTING" 0.0014861886690131
"train" 25 4 "body" "acc" "z" "SITTING" -0.000281714725440865
"train" 26 4 "body" "acc" "z" "SITTING" 0.00358841246638722
"train" 27 4 "body" "acc" "z" "SITTING" 0.000920238230581138
"train" 28 4 "body" "acc" "z" "SITTING" -0.0010604921564197
"train" 29 4 "body" "acc" "z" "SITTING" -0.00069509552309974
"train" 30 4 "body" "acc" "z" "SITTING" 0.00290441717504083
"train" 1 4 "body" "gyro" "x" "SITTING" -0.0182292707113541
"train" 3 4 "body" "gyro" "x" "SITTING" -0.0112021383501723
"train" 5 4 "body" "gyro" "x" "SITTING" -0.0150170975953089
"train" 6 4 "body" "gyro" "x" "SITTING" -0.00986933461181477
"train" 7 4 "body" "gyro" "x" "SITTING" -0.0226516064794125
"train" 8 4 "body" "gyro" "x" "SITTING" -0.027913265940465
"train" 11 4 "body" "gyro" "x" "SITTING" -0.0127099402137948
"train" 14 4 "body" "gyro" "x" "SITTING" -0.0168784881570679
"train" 15 4 "body" "gyro" "x" "SITTING" -0.0103508553410916
"train" 16 4 "body" "gyro" "x" "SITTING" -0.013950562877109
"train" 17 4 "body" "gyro" "x" "SITTING" -0.0153405680537429
"train" 19 4 "body" "gyro" "x" "SITTING" 0.00645598878514942
"train" 21 4 "body" "gyro" "x" "SITTING" 0.00804823217335533
"train" 22 4 "body" "gyro" "x" "SITTING" -0.00863051869568594
"train" 23 4 "body" "gyro" "x" "SITTING" -0.0201973825683039
"train" 25 4 "body" "gyro" "x" "SITTING" -0.00776639433204154
"train" 26 4 "body" "gyro" "x" "SITTING" -0.00963987647940563
"train" 27 4 "body" "gyro" "x" "SITTING" -0.00980627148723996
"train" 28 4 "body" "gyro" "x" "SITTING" -0.0064221281444911
"train" 29 4 "body" "gyro" "x" "SITTING" -0.0105736248255046
"train" 30 4 "body" "gyro" "x" "SITTING" -0.00842381661672383
"train" 1 4 "body" "gyro" "y" "SITTING" -0.0079394077457631
"train" 3 4 "body" "gyro" "y" "SITTING" -0.000407067605547776
"train" 5 4 "body" "gyro" "y" "SITTING" -0.00415780967778871
"train" 6 4 "body" "gyro" "y" "SITTING" -0.0070292750622625
"train" 7 4 "body" "gyro" "y" "SITTING" 0.0183881838722669
"train" 8 4 "body" "gyro" "y" "SITTING" -0.0095579078672051
"train" 11 4 "body" "gyro" "y" "SITTING" -0.000536847548821639
"train" 14 4 "body" "gyro" "y" "SITTING" 0.00135067650151065
"train" 15 4 "body" "gyro" "y" "SITTING" -0.00271053215285686
"train" 16 4 "body" "gyro" "y" "SITTING" 0.00762431118636957
"train" 17 4 "body" "gyro" "y" "SITTING" 0.00334773934649536
"train" 19 4 "body" "gyro" "y" "SITTING" 0.0100767143891453
"train" 21 4 "body" "gyro" "y" "SITTING" 0.00407773389325092
"train" 22 4 "body" "gyro" "y" "SITTING" -0.00226755714406304
"train" 23 4 "body" "gyro" "y" "SITTING" 0.00266690374684812
"train" 25 4 "body" "gyro" "y" "SITTING" -0.000208080447641226
"train" 26 4 "body" "gyro" "y" "SITTING" -0.0043909801513778
"train" 27 4 "body" "gyro" "y" "SITTING" -0.00243588283629286
"train" 28 4 "body" "gyro" "y" "SITTING" 0.00313563108304253
"train" 29 4 "body" "gyro" "y" "SITTING" -0.000560017877873828
"train" 30 4 "body" "gyro" "y" "SITTING" -6.39235492666334e-06
"train" 1 4 "body" "gyro" "z" "SITTING" -0.0103572343574678
"train" 3 4 "body" "gyro" "z" "SITTING" 0.00339847371174669
"train" 5 4 "body" "gyro" "z" "SITTING" -0.00174351690017862
"train" 6 4 "body" "gyro" "z" "SITTING" -0.000397531556147727
"train" 7 4 "body" "gyro" "z" "SITTING" -0.0267258621508739
"train" 8 4 "body" "gyro" "z" "SITTING" -0.00651842875019922
"train" 11 4 "body" "gyro" "z" "SITTING" -0.00449620766233284
"train" 14 4 "body" "gyro" "z" "SITTING" 0.0028854961498287
"train" 15 4 "body" "gyro" "z" "SITTING" 0.00392356792502873
"train" 16 4 "body" "gyro" "z" "SITTING" -0.00299153891155054
"train" 17 4 "body" "gyro" "z" "SITTING" -0.000144910190222412
"train" 19 4 "body" "gyro" "z" "SITTING" 0.00467608779367618
"train" 21 4 "body" "gyro" "z" "SITTING" -0.00141637236454351
"train" 22 4 "body" "gyro" "z" "SITTING" -0.00260690744946036
"train" 23 4 "body" "gyro" "z" "SITTING" -0.00963318358883058
"train" 25 4 "body" "gyro" "z" "SITTING" -0.000466669057989303
"train" 26 4 "body" "gyro" "z" "SITTING" -0.00673703900600789
"train" 27 4 "body" "gyro" "z" "SITTING" -0.00130896586269194
"train" 28 4 "body" "gyro" "z" "SITTING" 0.000306541261867188
"train" 29 4 "body" "gyro" "z" "SITTING" -0.0125178640810366
"train" 30 4 "body" "gyro" "z" "SITTING" -0.00714010054894555
"train" 1 4 "total" "acc" "x" "SITTING" 0.920397420977394
"train" 3 4 "total" "acc" "x" "SITTING" 0.968779063626803
"train" 5 4 "total" "acc" "x" "SITTING" 0.957774516335227
"train" 6 4 "total" "acc" "x" "SITTING" 0.995865136292614
"train" 7 4 "total" "acc" "x" "SITTING" 1.02256651668294
"train" 8 4 "total" "acc" "x" "SITTING" 0.922353804177989
"train" 11 4 "total" "acc" "x" "SITTING" 0.952170755070755
"train" 14 4 "total" "acc" "x" "SITTING" 1.00030772769097
"train" 15 4 "total" "acc" "x" "SITTING" 0.964424002661547
"train" 16 4 "total" "acc" "x" "SITTING" 1.0028857398664
"train" 17 4 "total" "acc" "x" "SITTING" 1.00389864317627
"train" 19 4 "total" "acc" "x" "SITTING" 0.746091660434503
"train" 21 4 "total" "acc" "x" "SITTING" 1.00050461236213
"train" 22 4 "total" "acc" "x" "SITTING" 0.928455168560988
"train" 23 4 "total" "acc" "x" "SITTING" 0.997150582709099
"train" 25 4 "total" "acc" "x" "SITTING" 0.948133201033654
"train" 26 4 "total" "acc" "x" "SITTING" 0.88544221000601
"train" 27 4 "total" "acc" "x" "SITTING" 0.928641131283482
"train" 28 4 "total" "acc" "x" "SITTING" 0.977262928927952
"train" 29 4 "total" "acc" "x" "SITTING" 0.966153624427083
"train" 30 4 "total" "acc" "x" "SITTING" 0.917591489667339
"train" 1 4 "total" "acc" "y" "SITTING" 0.230512473086769
"train" 3 4 "total" "acc" "y" "SITTING" 0.152350318292488
"train" 5 4 "total" "acc" "y" "SITTING" 0.19008484661021
"train" 6 4 "total" "acc" "y" "SITTING" 0.0875683546110511
"train" 7 4 "total" "acc" "y" "SITTING" 0.0254619467905697
"train" 8 4 "total" "acc" "y" "SITTING" 0.263309609931216
"train" 11 4 "total" "acc" "y" "SITTING" 0.232666167256176
"train" 14 4 "total" "acc" "y" "SITTING" -0.0139288658967882
"train" 15 4 "total" "acc" "y" "SITTING" 0.231481597142744
"train" 16 4 "total" "acc" "y" "SITTING" -0.0648104384588994
"train" 17 4 "total" "acc" "y" "SITTING" 0.0168085283265137
"train" 19 4 "total" "acc" "y" "SITTING" 0.378154084674658
"train" 21 4 "total" "acc" "y" "SITTING" 0.0409848463891544
"train" 22 4 "total" "acc" "y" "SITTING" 0.228859677191154
"train" 23 4 "total" "acc" "y" "SITTING" 0.1416167803375
"train" 25 4 "total" "acc" "y" "SITTING" 0.227322462912139
"train" 26 4 "total" "acc" "y" "SITTING" 0.24612739964436
"train" 27 4 "total" "acc" "y" "SITTING" 0.231579253960937
"train" 28 4 "total" "acc" "y" "SITTING" -0.0951346759403429
"train" 29 4 "total" "acc" "y" "SITTING" 0.173785008744792
"train" 30 4 "total" "acc" "y" "SITTING" 0.137267809684753
"train" 1 4 "total" "acc" "z" "SITTING" 0.322026273969415
"train" 3 4 "total" "acc" "z" "SITTING" 0.134381290148437
"train" 5 4 "total" "acc" "z" "SITTING" 0.134935048800579
"train" 6 4 "total" "acc" "z" "SITTING" 0.0621952512698182
"train" 7 4 "total" "acc" "z" "SITTING" 0.0536402905907324
"train" 8 4 "total" "acc" "z" "SITTING" 0.255082516358696
"train" 11 4 "total" "acc" "z" "SITTING" 0.178252988153007
"train" 14 4 "total" "acc" "z" "SITTING" -0.0958755667459346
"train" 15 4 "total" "acc" "z" "SITTING" -0.00452593816954184
